recipe_id,cuisine_id
49290,41
49316,41
49320,33
49312,41
49324,41
49310,41
49326,41
49344,41
49344,35
49340,41
49334,41
49346,41
49336,41
49352,41
49332,35
49332,29
49350,33
49354,41
49356,41
49362,41
49360,29
49366,41
49358,41
49380,41
49370,33
49372,41
49382,41
49378,41
49368,41
49384,41
49388,41
49390,41
49392,41
49410,41
49416,41
49408,41
49398,41
49412,41
49400,41
49404,41
49396,41
49422,41
49428,41
49420,41
49426,41
49418,41
49430,33
75713,41
49446,41
49432,41
49424,41
49448,41
49434,41
49434,45
49452,48
49450,41
49442,41
49438,41
49464,41
49454,41
49456,36
49468,41
49460,41
49474,41
49484,41
49472,33
49482,41
49486,41
89985,41
49490,41
49492,33
49494,41
49506,41
49502,41
49504,41
49496,41
49508,36
49508,14
49512,33
49520,41
49544,41
49534,41
49522,41
49528,23
49528,14
49540,41
49542,41
49568,23
49568,14
49524,41
49566,41
49556,29
49552,29
49570,23
49570,14
49526,41
49574,41
49564,41
49578,41
49580,41
49592,41
49582,41
49584,48
49598,41
49590,41
49596,41
49588,41
49604,41
49600,41
49602,41
49624,41
49608,41
49610,41
49618,41
49614,41
49626,41
49636,41
49630,29
49634,41
49632,41
49654,23
49654,14
49644,41
49646,23
49646,14
49664,41
49670,41
49658,41
49656,23
49656,14
49680,48
49666,41
49676,41
49660,41
49672,41
49692,41
49678,41
49688,41
49686,41
49684,41
49690,41
49700,41
49698,41
49708,33
49702,41
49722,12
49710,41
49714,41
49726,41
49728,33
49704,41
49732,41
49736,41
49730,41
49746,41
49744,41
49748,23
49748,14
49742,41
49740,41
49754,41
49762,42
49766,41
49778,33
49758,41
49784,41
49786,41
49772,41
49756,41
49780,41
49774,41
49798,41
49764,33
49782,33
49792,41
49794,41
49796,33
49808,29
49806,41
49816,41
49802,41
49828,29
49814,41
49800,41
49812,41
49820,41
49824,33
49826,29
49830,33
74277,41
49832,41
49834,41
49904,29
49844,41
49846,41
49838,33
49840,41
49842,41
49858,41
49848,41
49850,41
49860,42
49864,41
49882,24
49878,41
49872,41
49888,41
49876,41
49868,41
49902,33
49886,12
49896,41
49900,23
49900,14
49906,41
49914,29
49890,41
49910,29
49912,41
49918,41
49920,29
49932,41
49922,41
49916,41
49934,41
49928,41
49938,41
49930,33
49942,41
49968,41
49940,41
49952,41
49948,41
49958,41
49974,29
49964,41
49966,41
49978,41
49980,41
49986,41
49976,33
49970,33
49992,41
49992,33
49982,41
49990,29
49988,29
49994,41
50004,24
50010,29
50002,41
50006,41
50008,41
50014,41
50022,41
50020,41
50024,33
50026,29
50018,41
50048,41
50036,41
50050,41
50042,41
50054,41
50030,41
50068,41
50064,41
50058,41
50056,41
50074,41
50076,41
50066,41
50088,33
50082,41
50084,41
50086,41
50096,41
50106,41
50092,33
50112,41
50108,41
50114,26
50114,48
50110,41
50124,41
50124,29
50102,41
50122,41
50126,41
50118,41
50136,41
50142,41
50144,41
50130,41
50140,29
50160,29
50166,41
50152,29
50148,23
50148,14
50146,41
50172,41
50154,41
50200,41
50196,41
50156,41
50192,33
50164,41
50182,41
50210,41
50176,41
50190,33
50180,29
50208,41
50214,33
50228,41
50212,41
50220,29
50244,41
50246,41
50230,41
50222,41
50236,29
50232,41
50224,41
50250,33
50252,41
50254,33
50248,41
50258,41
50260,41
50242,41
50264,23
50264,14
50280,33
50272,41
50266,41
50278,41
50306,41
50310,41
50290,41
50292,41
50308,17
50314,41
50304,33
50342,41
50324,41
50326,41
50318,41
50320,41
50340,41
50344,33
50334,12
50336,33
50348,33
50350,41
50356,41
50346,41
50346,35
50354,41
50358,41
50378,41
50380,41
50362,41
50352,41
50366,41
50372,41
50390,33
50368,41
50398,33
50392,41
50382,33
50376,41
50396,41
50394,41
50404,43
50404,35
50404,5
50402,41
50406,41
50424,41
50450,33
50400,41
50430,12
50446,41
50442,23
50442,14
50434,41
50482,29
50440,41
50438,23
50438,14
50460,41
50474,41
50476,23
50476,14
50464,41
50468,23
50468,14
50470,41
50466,41
50478,41
50484,41
50492,41
50490,41
50496,41
50502,41
50488,41
50504,41
50506,3
50500,41
