recipe_id,ingredient_id
49776,1117
49776,2440
49776,1799
49776,2221
49776,3036
49776,3587
49776,2195
49776,3488
48368,1754
48368,3062
48368,2294
48368,1516
48368,543
48368,3587
48368,792
48368,1521
48368,685
48368,1206
48368,2914
48368,508
48368,2829
48368,2794
48368,549
48368,1570
103982,3235
103982,1159
103982,3331
103982,1030
103982,1521
103982,685
108160,2803
108160,393
108160,931
108160,1521
108160,685
108160,1669
108160,1667
108160,914
48998,441
48998,2837
48998,1409
48998,2464
48998,2956
48998,1976
48998,251
48998,1688
48998,3486
48998,-1
48998,1521
48998,3486
48998,565
48998,714
48998,232
48998,1974
48998,1050
48998,1530
108062,819
108062,2656
108062,1940
108062,1177
108062,1521
108062,615
108062,3477
108062,18
108995,3294
108995,2263
108995,2551
108995,1372
108995,593
108995,1521
108995,685
108995,2803
47690,914
47690,2990
47690,1154
47690,1521
47690,685
47690,3143
47690,3322
108966,3331
108966,714
108966,828
108966,2263
108966,1290
108966,3040
108966,963
108966,1027
90556,828
90556,384
90556,508
90556,2002
90556,1048
90556,3395
90556,3587
90556,1002
90556,1521
50194,967
50194,714
50194,2263
50194,83
50194,3636
108116,1733
108116,2232
108116,1206
108116,807
108116,3143
108116,1362
108116,1521
108116,685
108116,3331
108116,792
108116,3022
108116,508
108116,3519
108116,1252
108116,3239
108116,2083
108116,822
108154,1754
108154,828
108154,3331
108154,914
108154,175
108154,794
107897,3366
107897,3035
107897,182
107897,3574
107897,3364
107897,1521
107897,2098
107897,914
107897,823
107897,3186
107897,630
107897,1521
107897,3595
107897,3126
107897,2803
107897,1286
107992,2566
107992,1521
107992,1754
107992,3331
107992,1556
107992,3072
107992,714
107992,1388
107992,1549
107992,685
107992,3239
107992,1252
107626,2580
107626,2299
107626,3002
107626,3226
107626,1030
107626,135
107626,792
107626,3519
107626,828
107626,1752
107626,813
107626,2106
106155,2301
106155,801
106155,3076
106155,2538
106155,2429
106155,714
106155,1521
106155,2263
106155,866
106155,2073
107377,1154
107377,714
107377,2860
107377,1754
107377,2012
107377,757
107377,1521
107377,404
107377,3162
107377,1615
107377,2803
107377,2012
107377,2478
107377,3113
107377,404
107377,1154
107377,1521
50456,828
50456,3200
50456,3322
50456,1252
50456,782
50456,914
50456,3600
50456,71
50456,83
50456,2803
107156,914
107156,1206
107156,1338
107156,3347
107156,3479
107156,3016
107156,826
107156,1496
107156,1301
107156,1338
107156,3128
107156,3016
107663,828
107663,2511
107663,806
107663,1521
107663,2803
107663,298
107663,2440
107428,360
107428,2977
107428,1958
107428,557
107428,714
107428,1525
107428,2263
107428,1521
107428,1402
107428,2222
107337,135
107337,298
107337,1521
107337,410
107337,3587
107337,3256
107337,541
107337,2440
106566,3587
106566,3430
106566,1030
106566,232
106566,1050
106566,3316
106566,1516
106566,581
106566,3001
106566,565
106566,3334
106566,1135
106566,2907
106566,404
106771,1884
106771,1521
106771,507
106771,2162
106771,2803
106771,1754
106771,843
106771,3331
106771,404
106771,714
106771,3175
106771,1521
106771,3036
106771,1253
106771,1503
106771,3670
106771,662
106771,1754
106771,1445
106771,1521
106771,2249
50216,108
50216,1134
50216,1869
50216,1154
50216,1190
50216,3485
50216,404
50216,3113
50216,83
48056,2803
48056,3032
48056,1521
48056,3587
48056,2698
48056,2577
48056,963
48056,3143
48056,2551
48056,776
48056,2357
48056,685
101910,2954
101910,2249
101910,1521
101910,2481
101910,2990
101910,1976
101910,1050
101910,3354
101910,3654
101910,900
101910,3485
91065,29
91065,1206
91065,2003
91065,3054
91065,819
91065,228
91065,1177
91065,1741
91065,1301
91065,871
91065,3587
91065,2542
91065,2811
91065,828
106740,1389
106740,3674
106740,2551
106740,3611
106740,3215
106341,1856
106341,2960
106341,3683
106341,2016
106341,2697
106341,3347
106225,828
106225,3587
106225,3331
106225,1669
106225,2013
106225,1521
49190,2106
49190,714
49190,3488
49190,83
49190,1754
49190,3081
49190,3225
49190,3655
105264,1362
105264,2195
105264,2551
105264,776
105264,1311
105264,630
105264,1521
105264,685
105264,2803
105264,1871
105264,1890
105264,2249
105936,1253
105936,3241
105936,3072
105936,3200
105936,823
105936,833
105936,3035
105936,1521
105936,685
104888,3509
104888,460
104888,2551
104888,630
104888,604
104888,2803
104888,3100
104888,1976
104888,380
104888,209
104888,823
104888,1754
104888,1521
104888,2914
104888,1235
104888,1503
48496,2329
48496,101
48496,1521
48496,685
48496,2496
48496,1117
48496,3331
48496,1011
48496,24
48496,974
49862,873
49862,791
49862,1754
49862,2176
49862,819
49862,3467
105450,3587
105450,3574
105450,1034
105450,704
105450,1030
105450,1521
105450,685
105450,1516
105450,581
105450,2263
105450,1401
105450,1610
105450,3159
105450,1284
105450,1154
105450,1034
105450,3364
105450,1521
105450,685
105450,1428
105450,2099
49560,2290
49560,2914
49560,1622
49560,2551
49560,2016
49560,1758
105701,1576
105701,1734
105701,1752
105701,3170
105701,828
105701,3225
105701,2803
105701,1521
105701,3611
105701,1733
105976,2002
105976,2306
105976,3696
105976,1832
105976,2249
105976,21
105976,1203
104664,3412
104664,967
104664,2476
104664,731
104664,695
104664,968
104664,1152
104664,1154
104664,2812
104664,2263
104664,2914
104664,1521
104664,714
104664,2551
104664,3158
50388,2080
50388,1733
50388,1741
105535,2566
105535,1521
105535,714
105535,3279
105535,1797
105535,2538
105535,1445
105077,1516
105077,725
105077,1048
105077,384
105077,687
105077,508
105077,714
105077,1521
105077,2803
105077,1021
105077,1620
105077,3159
105077,1154
105077,1302
105077,836
105077,3570
105077,645
105077,2249
105543,1940
105543,1177
105543,1521
105543,3167
105543,3641
105543,437
105543,1530
105543,2694
105543,2957
105543,1048
90119,1576
90119,1050
90119,2263
90119,2923
90119,404
90119,2505
90119,3130
90119,1521
90119,3310
103580,3167
103580,3574
103580,3225
103580,3144
103580,3447
103580,2388
103580,2350
103580,2071
103580,1379
104901,2141
104901,2263
104901,59
104901,714
104901,1521
104901,685
105342,2551
105342,2538
105342,459
105342,2357
105342,3143
105342,1445
50328,545
50328,1117
50328,1154
50328,408
50328,662
50328,2551
50328,1445
50328,2812
50328,3040
104941,1576
104941,2803
104941,-1
47984,752
47984,1754
47984,1521
47984,2551
47984,3143
47984,685
104344,2803
104344,557
104344,1507
104344,2242
104344,2176
104344,1054
104344,584
104344,3580
104344,1251
104344,2106
104344,1072
104688,-1
104688,3509
104688,2551
104688,776
104688,630
104688,604
104688,1521
104688,581
104688,189
104688,828
104688,-1
104688,974
104688,696
104688,782
104688,1521
104038,2217
104038,2440
104038,385
104038,714
104038,3600
104038,3186
104038,1716
104038,2263
104038,2913
104038,2562
104038,519
104038,794
104729,1154
104729,2459
104729,1733
104729,3234
104729,1521
104729,1549
49242,967
49242,914
49242,3089
49242,70
49242,1122
49242,1754
49242,1799
49242,2803
50322,3331
50322,714
50322,232
50322,2640
50322,2735
50322,642
50322,604
50322,2538
50322,2357
50322,3095
50322,506
50322,819
50322,2154
50322,404
50322,1191
50322,1328
50322,1799
50322,519
104681,3340
104681,2803
104681,829
104681,3143
104681,2276
104681,2551
104681,1311
104681,1445
104681,1521
104681,685
104681,2149
104681,1252
104247,570
104247,3441
104247,323
104247,3208
104247,3685
104247,3364
104247,3641
103738,622
103738,3128
103738,1521
103738,3574
104029,3451
104029,2263
104029,714
104029,1892
104029,2914
104029,1521
104029,685
49034,639
49034,2538
49034,558
49034,2299
49034,1030
49034,2176
49034,404
50316,3406
50316,3627
50316,1154
50316,1050
50316,823
50316,2263
50316,2914
50316,3592
50316,83
49510,3219
49510,620
49510,1754
49510,322
103828,2299
103828,1435
103828,1521
103828,3068
103828,1030
103828,2687
103828,426
103828,323
103828,2562
103828,519
103828,3364
103828,112
103828,1801
103828,685
103308,2803
103308,1777
103308,3169
103308,313
103308,914
103308,2388
103308,2175
103754,3062
103754,1754
103754,662
103754,1191
103754,1521
103754,685
103754,722
103754,1733
103030,1575
103030,3633
103030,622
103030,3025
103030,2263
103030,3574
103030,1596
103431,2619
103431,1754
103431,2914
103431,714
103431,1445
103431,3095
103431,1521
103431,794
103431,2566
103431,3567
103723,2517
103723,1663
103723,3226
103723,714
103723,506
103723,350
103723,642
103723,2016
103723,232
103723,3575
103723,1733
103723,2142
103723,3310
102868,639
102868,1521
102868,2019
102868,914
102868,1754
102868,714
102868,1776
102868,3703
102868,2149
102868,3068
102868,2628
102868,1657
102868,1252
50012,3325
50012,3200
50012,3128
50012,408
50012,3600
50012,1071
50012,2388
50012,3588
50012,2803
49330,2951
49330,3113
49330,1154
49330,782
49330,404
49330,83
49330,3259
50472,160
50472,1703
50472,1086
50472,2142
50472,2176
50472,83
50472,3170
50472,714
48260,1030
48260,2525
48260,1191
48260,2297
48260,2538
48260,2837
48260,83
48260,2263
48260,3081
48260,3331
48260,1621
48260,404
48260,1521
48260,2538
48260,1445
48260,2297
48260,2331
48260,1191
48260,2461
48260,2116
48260,2803
48260,1050
48260,381
48260,2249
48260,3128
48260,148
48260,1106
103201,639
103201,714
103201,1518
103201,1832
103201,769
103201,1154
103201,3485
103201,3113
103201,1741
103201,404
103201,2990
103201,3176
103201,2176
103201,710
103121,163
103121,1480
103121,3167
103121,3600
103121,1252
103121,1781
103121,3587
103121,1521
103121,2300
103121,1071
103121,2770
50240,639
50240,2263
50240,714
50240,3068
50240,1117
50240,-1
50240,1445
50240,3040
50240,3364
50240,1252
50240,835
49682,3711
49682,685
49682,3089
49682,1843
49682,2803
49682,827
49682,2149
49682,3068
49682,2331
49682,2601
49682,1252
103268,581
103268,490
103268,1158
103268,1030
103268,323
103268,2217
103268,685
103268,3430
103268,2551
103268,776
103268,1445
103268,2299
103268,2914
103268,3364
103268,1445
103268,1521
103268,685
103268,868
103268,3170
103268,2476
103268,1154
103268,175
102210,914
102210,1154
102210,3574
102210,3543
102210,823
102210,3126
102210,2157
102210,2013
102210,2803
102210,1286
49254,714
49254,2176
49254,1807
49254,2538
49254,794
49254,1741
49254,3175
49254,1891
49254,3225
49254,1154
49254,404
49254,2249
102716,3316
102716,1883
102716,714
102716,232
102716,1948
102716,565
102716,2719
102716,3226
102716,2703
102716,391
102716,1050
102716,1955
102935,826
102935,3234
102935,29
102935,2864
102935,1026
102935,1177
102935,228
102935,3479
102935,3089
102935,3347
102935,3128
50508,914
50508,3089
50508,1050
50508,3159
50508,1754
50508,1799
48402,609
48402,3291
48402,3437
48402,3054
48402,404
48402,3095
48402,1521
48402,685
48402,2146
48402,2245
48402,3310
48402,404
48402,3594
48402,2628
48402,3
48402,3316
48402,1883
48402,2967
48402,232
48402,1249
49348,1410
49348,1503
49348,1556
49348,1154
49348,3047
49348,2914
49348,1799
49348,165
49348,3159
49348,3515
49348,2413
49348,2842
47818,639
47818,2297
47818,2176
47818,1521
47818,2598
47818,3175
47818,603
47818,1154
47818,404
47818,3113
47818,2977
47818,1117
47818,3327
47818,1344
101440,1489
101440,1521
101440,1934
101440,1445
101440,2551
101440,2538
101440,685
101440,792
101440,3068
101440,2331
101440,1754
101440,78
101440,3627
101440,3170
101440,1030
101440,3072
101440,781
101440,1549
101440,404
93255,581
93255,1503
93255,2299
93255,1246
93255,1034
93255,1030
93255,1521
93255,685
101677,2263
101677,3331
101677,2844
101677,2611
101677,914
101677,963
101677,1252
101677,3469
102576,581
102576,2794
102576,2263
102576,1521
102576,685
102576,3519
102576,3600
102576,947
49594,3395
49594,214
49594,3054
49594,1883
49594,1815
49594,3089
49594,1861
49594,3347
49594,1340
49594,1177
49594,228
49594,1741
49594,3685
49594,3118
47900,1206
47900,71
47900,2656
47900,1569
47900,228
47900,1741
47900,819
47900,3525
47900,914
47900,1301
47900,1503
47900,2076
47900,871
47900,559
47900,3016
47900,3347
101810,3664
101810,2721
101810,398
101810,3170
101810,1503
101810,714
101810,967
101810,724
101810,1641
101810,3304
101810,247
101810,232
101810,1883
101810,3354
101810,1976
100892,1154
100892,967
100892,3225
100892,1891
100892,541
100892,1224
100892,968
100892,3093
100892,1772
100892,1152
100892,2263
100892,2914
100892,1521
100892,1445
100892,685
102070,2750
102070,2283
102070,3320
102070,869
102070,3260
102070,2750
102070,826
102070,3308
49884,3159
49884,714
49884,404
49884,1516
49884,1050
49884,519
